Grouping,11,13,15,17,19,01,21,23,25,27,29,31,33,35,37,39,03,41,43,45,47,50,51,53,55,57,59,05,61,63,65,66,68,71,74,76,78,07,81,82,84,86,88,09,Accession Number,Name,Name from Library
Alveolates,0,39,130,72,3,1,80,11,5,2,10,14,14,13,6,32,109,135,54,11,14,1,142,105,105,13,9,2,111,290,240,168,473,254,204,167,117,1,2,9,82,475,528,1,LC034108,LC034108.1 Thiriotia sp. MS-2015 gene for 18S ribosomal RNA partial sequence,Thiriotia sp.
Alveolates,1,0,1,4,88,0,3,1,6,0,120,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,DQ096836,DQ096836.2 Adelina grylli 18S ribosomal RNA gene partial sequence,Adelina
Alveolates,3,6,7,22,1,0,39,22,23,20,19,4,9,27,14,33,14,1,6,12,35,5,0,1,3,13,32,11,4,9,20,28,2,9,3,7,13,6,6,9,6,11,0,13,DQ096835,DQ096835.1 Adelina dimidiata 18S ribosomal RNA gene partial sequence,Adelina
Alveolates,0,9,25,8,1,0,19,1,2,1,1,2,0,0,2,8,17,27,9,5,0,0,27,27,19,5,3,0,29,43,25,29,90,39,30,28,15,0,1,1,13,69,83,0,LC034108,LC034108.1 Thiriotia sp. MS-2015 gene for 18S ribosomal RNA partial sequence,Thiriotia sp.
Alveolates,5,7,2,2,0,3,6,2,4,1,2,0,3,2,1,8,6,5,4,0,3,2,2,2,0,1,2,7,2,2,0,2,4,1,3,1,1,2,0,0,1,0,1,1,AY072926,AY072926.1 Babesia canis canis 18S ribosomal RNA gene partial sequence,Babesia
Alveolates,1,1,0,0,1,0,1,0,2,2,1,1,0,1,2,3,1,0,0,1,0,0,0,1,1,1,3,0,1,4,0,2,0,2,3,1,2,0,3,0,2,1,1,1,HQ148663,HQ148663.1 Babesia canis vogeli strain TWN1 18S ribosomal RNA gene partial sequence,Babesia
Alveolates,0,0,3,2,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,3,2,0,2,5,1,6,1,3,0,0,1,4,4,20,0,LC034108,LC034108.1 Thiriotia sp. MS-2015 gene for 18S ribosomal RNA partial sequence,Thiriotia sp. like
Alveolates,0,0,0,0,19,1,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,FJ424512,FJ424512.1 Parvilucifera prorocentri 18S ribosomal RNA gene partial sequence,Parvilucifera
Alveolates,0,4,3,0,0,0,5,4,3,0,0,2,4,0,1,3,9,4,5,0,1,0,0,1,2,1,3,0,1,1,3,2,1,1,0,2,1,0,0,0,0,1,1,1,AY072926,AY072926.1 Babesia canis canis 18S ribosomal RNA gene partial sequence,Babesia
Alveolates,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,FJ976721,FJ976721.1 Ganymedes sp. SR-2010a 18S ribosomal RNA gene partial sequence,Ganymedes
Alveolates,0,0,4,0,0,0,7,4,1,0,0,0,0,1,0,7,1,4,0,0,1,0,3,1,2,0,0,0,0,1,1,0,3,1,1,2,2,0,0,0,1,1,1,0,AY072926,AY072926.1 Babesia canis canis 18S ribosomal RNA gene partial sequence,Babesia
Alveolates,2,1,0,0,0,0,1,2,0,0,2,0,0,6,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,4,0,1,0,0,0,1,AY234843,AY234843.1 Colpodella edax 18S ribosomal RNA gene partial sequence,Colpodella
Alveolates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,2,0,0,1,0,0,0,0,6,0,0,LC034108,LC034108.1 Thiriotia sp. MS-2015 gene for 18S ribosomal RNA partial sequence,Thiriotia sp. like
Alveolates,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KF651080,KF651080.1 Colponema vietnamica strain Colp-7a 18S ribosomal RNA gene partial sequence; internal transcribed spacer 1 5.8S ribosomal RNA gene and internal transcribed spacer 2 complete sequence; and 28S ribosomal RNA gene partial sequence,Colponema
Alveolates,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FJ424512,FJ424512.1 Parvilucifera prorocentri 18S ribosomal RNA gene partial sequence,Parvilucifera
Alveolates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,8,0,0,0,0,0,0,5,0,0,0,0,0,HQ876006,HQ876006.1 Thiriotia pugettiae 18S ribosomal RNA gene partial sequence,Thiriotia
Alveolates,0,0,0,0,3,0,0,1,2,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DQ096836,DQ096836.2 Adelina grylli 18S ribosomal RNA gene partial sequence,Adelina
Alveolates,4,1,0,1,0,0,1,1,0,0,0,0,0,2,0,1,2,0,1,0,0,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,8,DQ096835,DQ096835.1 Adelina dimidiata 18S ribosomal RNA gene partial sequence,Adelina
Alveolates,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0,1,4,0,0,0,0,3,1,0,0,0,1,0,0,0,1,0,0,0,DQ096835,DQ096835.1 Adelina dimidiata 18S ribosomal RNA gene partial sequence,Adelina
Alveolates,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,HQ876006,HQ876006.1 Thiriotia pugettiae 18S ribosomal RNA gene partial sequence,Thiriotia
Alveolates,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,1,0,1,0,0,1,3,0,LC034108,LC034108.1 Thiriotia sp. MS-2015 gene for 18S ribosomal RNA partial sequence,Thiriotia sp.
Alveolates,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,2,1,0,2,1,1,0,1,0,0,0,1,2,1,0,LC034108,LC034108.1 Thiriotia sp. MS-2015 gene for 18S ribosomal RNA partial sequence,Thiriotia sp.
Alveolates,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,3,0,LC034108,LC034108.1 Thiriotia sp. MS-2015 gene for 18S ribosomal RNA partial sequence,Thiriotia sp.
Alveolates,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,AY234843,AY234843.1 Colpodella edax 18S ribosomal RNA gene partial sequence,Colpodella
Alveolates,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,HQ876008,HQ876008.1 Cephaloidophora cf. communis 18S ribosomal RNA gene partial sequence,Cephaloidophora
Alveolates,0,0,0,0,2,0,1,0,1,0,3,0,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AY234843,AY234843.1 Colpodella edax 18S ribosomal RNA gene partial sequence,Colpodella
Alveolates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,HQ891113,HQ891113.2 Cephaloidophora cf. communis clone 4_1 18S ribosomal RNA gene partial sequence; internal transcribed spacer 1 5.8S ribosomal RNA gene and internal transcribed spacer 2 complete sequence; and 28S ribosomal RNA gene partial sequence,Cephaloidophora
Alveolates,0,2,1,0,0,0,0,2,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,AY072926,AY072926.1 Babesia canis canis 18S ribosomal RNA gene partial sequence,Babesia
Alveolates,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,HQ224956,HQ224956.1 Klossia helicina clone 4_3 18S ribosomal RNA gene partial sequence,Klossia
Alveolates,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,0,0,1,0,1,0,0,LC481016,LC481016.1 Sarcocystis japonica D254-4 gene for 18S ribosomal RNA partial sequence,Sarcocystis
Alveolates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,HQ876008,HQ876008.1 Cephaloidophora cf. communis 18S ribosomal RNA gene partial sequence,Cephaloidophora
Alveolates,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,HQ148663,HQ148663.1 Babesia canis vogeli strain TWN1 18S ribosomal RNA gene partial sequence,Babesia
Chlorophyte,2,304,150,22,1,10,36,200,101,23,2,54,35,74,44,130,90,155,164,72,87,7,200,88,61,30,10,1,53,20,33,48,81,31,91,40,24,2,1,1,16,90,48,6,GQ122335,GQ122335.1 Picochlorum oculatum culture-collection UTEX:LB 1998 18S ribosomal RNA gene partial sequence,Picochlorum
Ciliate,108,134,90,65,522,32,197,169,199,104,1660,243,77,128,185,507,450,191,229,75,240,583,389,141,171,47,174,151,109,298,416,302,163,102,169,375,648,102,1289,1124,982,178,114,132,JF791016,JF791016.1 Strombidium cf. basimorphum clone 3501 18S ribosomal RNA gene partial sequence,Strombidium cf.
Ciliate,50,727,343,143,104,2,798,371,195,123,30,803,77,65,305,1120,842,2182,824,323,319,123,4246,791,390,149,253,132,413,315,572,262,274,299,409,226,943,81,90,52,84,2165,298,106,FJ543107,FJ543107.1 Strombidium sp. SYK-2009 clone 37 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,174,108,221,307,153,10,498,391,169,193,587,70,91,461,340,1671,396,266,268,208,403,551,614,214,310,222,467,131,200,702,495,647,368,131,226,614,1191,128,235,163,469,495,333,263,LN870020,LN870020.1 Choreotrichia sp. bLPN2 partial 18S rRNA gene isolate bLPN2 Choreotrich,Choreotrichia
Ciliate,143,85,69,201,194,6,72,94,141,85,396,65,46,148,66,406,217,51,93,35,98,267,582,82,82,43,324,67,44,109,317,351,122,47,73,341,1280,57,3155,2506,1201,138,155,137,AY143564,AY143564.1 Strombidium sp. SNB99-2 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,66,337,510,344,39,9,697,289,220,335,16,258,60,255,593,857,1013,113,104,146,146,707,252,67,122,224,563,63,101,415,362,437,194,59,138,343,1070,181,299,447,299,246,86,217,JX178820,JX178820.1 Pseudotontonia sp. JG-2011a clone 47 18S ribosomal RNA gene partial sequence,Pseudotontonia sp.
Ciliate,38,197,433,140,74,2,378,160,115,297,88,84,53,85,180,331,170,112,102,71,114,173,683,81,71,73,143,19,70,154,139,241,115,39,86,104,312,19,358,72,69,243,142,78,JF791016,JF791016.1 Strombidium cf. basimorphum clone 3501 18S ribosomal RNA gene partial sequence,Strombidium cf.
Ciliate,25,603,228,14,0,8,476,449,231,108,1,1406,77,108,17,292,125,638,237,185,49,30,1693,95,85,44,54,11,87,28,23,57,82,9,82,38,14,2,0,1,5,380,57,28,FJ876965,FJ876965.1 Lynnella semiglobulosa isolate LWW07122003 18S small subunit ribosomal RNA gene complete sequence,Lynnella
Ciliate,73,79,69,77,0,1,159,127,53,96,18,78,35,37,169,291,273,171,95,45,101,96,185,54,133,31,72,293,45,164,136,199,60,41,96,191,251,209,7,29,129,178,86,166,JQ924052,JQ924052.1 Cymatocylis drygalskii isolate T101 18S ribosomal RNA gene partial sequence; internal transcribed spacer 1 5.8S ribosomal RNA gene and internal transcribed spacer 2 complete sequence; and 28S ribosomal RNA gene partial sequence,Cymatocylis drygalskii like
Ciliate,8,22,12,55,49,0,20,19,31,19,122,10,11,40,12,99,56,11,22,5,16,91,128,23,7,4,94,2,8,24,76,91,29,4,16,56,196,8,439,359,215,22,16,31,AY143564,AY143564.1 Strombidium sp. SNB99-2 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,21,55,161,30,19,1,133,94,66,55,46,103,30,43,44,72,101,51,98,33,87,42,185,61,72,50,90,7,57,117,108,147,82,35,61,91,338,16,57,42,51,117,97,32,AJ310487,AJ310487.1 Laurentiella strenua 18S rRNA gene,Laurentiella
Ciliate,16,66,35,31,6,3,152,42,84,24,46,140,29,18,53,31,136,31,111,7,53,85,221,39,69,6,42,21,28,27,76,102,44,16,16,36,95,37,325,173,157,11,26,8,JF791016,JF791016.1 Strombidium cf. basimorphum clone 3501 18S ribosomal RNA gene partial sequence,Strombidium cf.
Ciliate,0,6,5,18,13,0,31,7,16,4,22,2,4,7,3,37,4,17,1,2,7,29,5,4,9,5,12,1,7,86,60,121,17,10,13,98,204,0,33,31,44,50,33,9,DQ393786,DQ393786.1 Parastrombidinopsis minima 18S ribosomal RNA gene partial sequence,Parastrombidinopsis
Ciliate,35,32,45,29,71,4,57,26,24,26,134,48,10,13,77,89,116,20,34,13,56,72,67,32,14,12,34,9,27,46,38,48,21,13,8,29,93,29,50,19,14,46,28,41,LN870024,LN870024.1 Choreotrichia sp. 2 bLPN3 partial 18S rRNA gene isolate bLPN3 Choreotrich (m2),Choreotrichia
Ciliate,5,14,20,16,2,0,22,13,18,15,18,42,6,7,11,50,21,25,18,4,13,18,559,74,2,7,23,4,14,30,48,35,12,13,34,41,51,0,237,31,29,44,46,10,FJ543107,FJ543107.1 Strombidium sp. SYK-2009 clone 37 18S ribosomal RNA gene partial sequence,Strombidium sp. like
Ciliate,12,15,6,10,5,31,21,28,9,7,10,32,15,23,8,19,18,28,36,6,18,23,253,33,22,1,12,33,24,58,54,117,42,14,19,51,203,25,194,51,142,79,15,35,FJ715634,FJ715634.1 Spirotontonia taiwanica 18S ribosomal RNA gene partial sequence,Spirotontonia
Ciliate,26,17,18,10,11,2,66,49,11,57,66,37,4,21,89,160,36,38,33,13,65,205,19,2,8,15,33,9,8,15,29,34,6,1,21,24,73,17,39,8,20,28,2,29,FJ876964,FJ876964.1 Rimostrombidium veniliae 18S small subunit ribosomal RNA gene complete sequence,Rimostrombidium
Ciliate,4,1,1,0,168,0,0,4,2,1,93,3,1,1,7,7,0,2,7,0,4,28,48,10,6,5,5,2,8,5,16,31,13,3,8,5,35,0,182,30,9,11,21,17,FJ543107,FJ543107.1 Strombidium sp. SYK-2009 clone 37 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,0,26,14,2,0,2,51,86,61,21,0,400,10,20,7,15,39,83,213,13,46,7,381,60,33,8,8,2,35,33,19,25,39,57,51,22,93,1,0,8,4,20,9,0,FJ480419,FJ480419.1 Strombidium basimorphum 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,9,0,6,12,1,0,5,4,14,52,34,5,3,12,77,238,0,4,7,10,8,162,0,0,12,49,40,0,13,63,21,19,40,2,9,31,219,3,0,6,22,44,19,17,FJ876963,FJ876963.1 Pelagostrobilidium paraepacrum isolate LWW08122202 18S small subunit ribosomal RNA gene complete sequence,Pelagostrobilidium
Ciliate,1,6,4,7,66,0,5,8,7,2,93,20,0,3,9,19,36,0,5,1,7,0,56,0,10,4,8,16,1,2,28,11,7,2,3,12,2,2,290,12,3,6,0,12,U57771,U57771.1 Didinium nasutum small subunit ribosomal RNA gene sequence,Didinium
Ciliate,5,3,2,10,11,0,3,8,11,7,31,7,1,7,6,38,23,4,6,1,4,26,60,9,2,2,21,3,1,5,20,20,10,4,4,25,62,7,167,128,87,4,9,7,AY143564,AY143564.1 Strombidium sp. SNB99-2 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,0,19,0,1,0,0,29,26,12,14,0,15,6,14,11,36,10,27,36,10,21,12,425,37,19,22,25,0,29,20,39,89,23,5,62,38,195,0,7,15,12,97,34,0,FJ876963,FJ876963.1 Pelagostrobilidium paraepacrum isolate LWW08122202 18S small subunit ribosomal RNA gene complete sequence,Pelagostrobilidium paraepacrum like
Ciliate,1,23,18,8,2,1,76,42,18,9,0,54,19,44,17,70,26,34,37,12,17,52,28,10,25,9,26,4,13,74,52,54,23,20,26,56,87,6,50,9,19,39,11,4,LC424403,LC424403.1 Hexasterias problematica KC38_KC40_KC41 gene for 18S ribosomal RNA partial sequence,Hexasterias
Ciliate,13,26,17,7,0,19,46,25,8,12,0,28,7,6,26,32,99,12,21,11,14,20,37,10,8,9,19,57,14,35,20,26,15,6,11,24,77,57,30,18,16,31,25,19,JX178826,JX178826.1 Strombidium sp. JG-2011a clone 6 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,0,18,18,11,0,25,1,47,17,8,7,7,1,12,2,39,0,2,3,13,27,10,59,11,20,2,8,0,0,91,90,109,22,2,16,55,127,0,58,212,34,0,0,5,GU997633,GU997633.1 Microdiaphanosoma arcuatum 18S small subunit ribosomal RNA gene partial sequence,Microdiaphanosoma
Ciliate,3,0,2,5,1,0,0,0,5,2,19,0,0,1,3,2,1,0,0,0,0,8,2,0,2,3,9,0,2,5,19,10,0,1,0,5,30,0,17,28,7,1,1,5,FJ876963,FJ876963.1 Pelagostrobilidium paraepacrum isolate LWW08122202 18S small subunit ribosomal RNA gene complete sequence,Pelagostrobilidium
Ciliate,18,12,5,22,10,1,23,18,7,15,52,2,4,26,28,110,34,15,20,5,17,32,17,9,8,9,24,12,4,29,22,26,14,3,9,21,24,12,3,2,12,15,6,31,LN870020,LN870020.1 Choreotrichia sp. bLPN2 partial 18S rRNA gene isolate bLPN2 Choreotrich,Choreotrichia
Ciliate,0,1,4,1,27,0,3,2,6,2,39,13,1,0,3,5,8,1,2,5,7,28,17,5,7,1,3,0,3,8,12,9,2,3,2,9,26,1,118,106,70,4,2,3,JF791016,JF791016.1 Strombidium cf. basimorphum clone 3501 18S ribosomal RNA gene partial sequence,Strombidium cf. like
Ciliate,3,3,4,10,7,0,16,7,24,6,6,6,3,6,1,29,6,1,9,1,7,16,16,2,10,8,38,1,5,9,23,42,11,4,3,22,82,0,128,96,57,11,6,2,AY143564,AY143564.1 Strombidium sp. SNB99-2 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26,0,0,0,8,19,4,0,1032,6,0,0,0,0,FJ876971,FJ876971.1 Cyclotrichium cyclokaryon isolate LWW07111501 18S small subunit ribosomal RNA gene complete sequence,Cyclotrichium
Ciliate,0,14,7,4,0,0,48,31,12,5,1,61,4,5,7,38,12,71,62,18,14,7,60,4,32,10,19,1,28,8,38,17,18,13,17,10,60,1,6,1,4,158,6,0,FJ543107,FJ543107.1 Strombidium sp. SYK-2009 clone 37 18S ribosomal RNA gene partial sequence,Strombidium
Ciliate,3,3,4,1,2,0,26,18,16,7,37,25,7,9,4,16,8,5,18,3,15,31,6,2,29,7,19,1,8,20,32,11,9,10,5,22,48,1,66,46,33,6,3,4,JF791016,JF791016.1 Strombidium cf. basimorphum clone 3501 18S ribosomal RNA gene partial sequence,Strombidium cf.
Ciliate,0,0,4,3,3,1,1,3,0,1,0,1,3,5,3,16,3,14,4,7,2,2,55,7,3,9,8,0,5,28,33,42,14,0,19,28,35,0,0,6,19,22,32,1,AM412524,AM412524.1 Strombidinopsis sp. NSMS0601 18S rRNA gene strain NSMS0601,Strombidinopsis
